"id_concept","id_dico","lib","type","id_sub","sEli","sPre","genre","s","p","id_adj","aEli","aPre","m_s","f_s","m_p","f_p","id_verbe","id_conj","vEli","vPre","id_gen","valeur","id_syn","num","ordre","syLib"
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18980","0","légendair","e","e","es","es",NULL,NULL,NULL,NULL,"41138","[a_connu]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18980","0","légendair","e","e","es","es",NULL,NULL,NULL,NULL,"41141","[a_important]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19863","0","fameu","x","se","x","ses",NULL,NULL,NULL,NULL,"41113","[a_célèbre]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19863","0","fameu","x","se","x","ses",NULL,NULL,NULL,NULL,"41114","[a_populaire]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19863","0","fameu","x","se","x","ses",NULL,NULL,NULL,NULL,"41138","[a_connu]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19863","0","fameu","x","se","x","ses",NULL,NULL,NULL,NULL,"41141","[a_important]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19864","0","renomm","é","ée","és","ées",NULL,NULL,NULL,NULL,"41113","[a_célèbre]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19864","0","renomm","é","ée","és","ées",NULL,NULL,NULL,NULL,"41114","[a_populaire]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19864","0","renomm","é","ée","és","ées",NULL,NULL,NULL,NULL,"41138","[a_connu]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19864","0","renomm","é","ée","és","ées",NULL,NULL,NULL,NULL,"41141","[a_important]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19865","0","réput","é","ée","és","ées",NULL,NULL,NULL,NULL,"41113","[a_célèbre]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19865","0","réput","é","ée","és","ées",NULL,NULL,NULL,NULL,"41114","[a_populaire]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19865","0","réput","é","ée","és","ées",NULL,NULL,NULL,NULL,"41138","[a_connu]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19865","0","réput","é","ée","és","ées",NULL,NULL,NULL,NULL,"41141","[a_important]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19866","1","éminen","t","te","ts","tes",NULL,NULL,NULL,NULL,"41113","[a_célèbre]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19866","1","éminen","t","te","ts","tes",NULL,NULL,NULL,NULL,"41114","[a_populaire]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19866","1","éminen","t","te","ts","tes",NULL,NULL,NULL,NULL,"41138","[a_connu]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19866","1","éminen","t","te","ts","tes",NULL,NULL,NULL,NULL,"41141","[a_important]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19867","1","illustr","e","e","es","es",NULL,NULL,NULL,NULL,"41113","[a_célèbre]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19867","1","illustr","e","e","es","es",NULL,NULL,NULL,NULL,"41114","[a_populaire]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19867","1","illustr","e","e","es","es",NULL,NULL,NULL,NULL,"41138","[a_connu]",NULL,NULL,NULL,NULL
"60555","34","célèbre 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19867","1","illustr","e","e","es","es",NULL,NULL,NULL,NULL,"41141","[a_important]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18533","1","éphémèr","e","e","es","es",NULL,NULL,NULL,NULL,"41115","[a_changeant]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18533","1","éphémèr","e","e","es","es",NULL,NULL,NULL,NULL,"41116","[a_incertain]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18533","1","éphémèr","e","e","es","es",NULL,NULL,NULL,NULL,"41117","[a_inconstant]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18533","1","éphémèr","e","e","es","es",NULL,NULL,NULL,NULL,"41118","[a_instable]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18533","1","éphémèr","e","e","es","es",NULL,NULL,NULL,NULL,"41119","[a_mobile]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18533","1","éphémèr","e","e","es","es",NULL,NULL,NULL,NULL,"41120","[a_provisoire]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18533","1","éphémèr","e","e","es","es",NULL,NULL,NULL,NULL,"41161","[a_imprévisible]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18533","1","éphémèr","e","e","es","es",NULL,NULL,NULL,NULL,"159486","[a_variable]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18533","1","éphémèr","e","e","es","es",NULL,NULL,NULL,NULL,"41293","[a_inattendu]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19868","0","variabl","e","e","es","es",NULL,NULL,NULL,NULL,"41115","[a_changeant]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19868","0","variabl","e","e","es","es",NULL,NULL,NULL,NULL,"41116","[a_incertain]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19868","0","variabl","e","e","es","es",NULL,NULL,NULL,NULL,"41117","[a_inconstant]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19868","0","variabl","e","e","es","es",NULL,NULL,NULL,NULL,"41118","[a_instable]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19868","0","variabl","e","e","es","es",NULL,NULL,NULL,NULL,"41119","[a_mobile]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19868","0","variabl","e","e","es","es",NULL,NULL,NULL,NULL,"41120","[a_provisoire]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19868","0","variabl","e","e","es","es",NULL,NULL,NULL,NULL,"41161","[a_imprévisible]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19868","0","variabl","e","e","es","es",NULL,NULL,NULL,NULL,"159486","[a_variable]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19868","0","variabl","e","e","es","es",NULL,NULL,NULL,NULL,"41293","[a_inattendu]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"60652","1","erratique",,,"s","s",NULL,NULL,NULL,NULL,"41115","[a_changeant]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"60652","1","erratique",,,"s","s",NULL,NULL,NULL,NULL,"41116","[a_incertain]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"60652","1","erratique",,,"s","s",NULL,NULL,NULL,NULL,"41117","[a_inconstant]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"60652","1","erratique",,,"s","s",NULL,NULL,NULL,NULL,"41118","[a_instable]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"60652","1","erratique",,,"s","s",NULL,NULL,NULL,NULL,"41119","[a_mobile]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"60652","1","erratique",,,"s","s",NULL,NULL,NULL,NULL,"41120","[a_provisoire]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"60652","1","erratique",,,"s","s",NULL,NULL,NULL,NULL,"41161","[a_imprévisible]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"60652","1","erratique",,,"s","s",NULL,NULL,NULL,NULL,"159486","[a_variable]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"60652","1","erratique",,,"s","s",NULL,NULL,NULL,NULL,"41293","[a_inattendu]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61554","0","fortuit",,"s","e","es",NULL,NULL,NULL,NULL,"41115","[a_changeant]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61554","0","fortuit",,"s","e","es",NULL,NULL,NULL,NULL,"41116","[a_incertain]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61554","0","fortuit",,"s","e","es",NULL,NULL,NULL,NULL,"41117","[a_inconstant]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61554","0","fortuit",,"s","e","es",NULL,NULL,NULL,NULL,"41118","[a_instable]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61554","0","fortuit",,"s","e","es",NULL,NULL,NULL,NULL,"41119","[a_mobile]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61554","0","fortuit",,"s","e","es",NULL,NULL,NULL,NULL,"41120","[a_provisoire]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61554","0","fortuit",,"s","e","es",NULL,NULL,NULL,NULL,"41161","[a_imprévisible]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61554","0","fortuit",,"s","e","es",NULL,NULL,NULL,NULL,"159486","[a_variable]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61554","0","fortuit",,"s","e","es",NULL,NULL,NULL,NULL,"41293","[a_inattendu]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61555","1","inopiné",,"s","e","es",NULL,NULL,NULL,NULL,"41115","[a_changeant]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61555","1","inopiné",,"s","e","es",NULL,NULL,NULL,NULL,"41116","[a_incertain]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61555","1","inopiné",,"s","e","es",NULL,NULL,NULL,NULL,"41117","[a_inconstant]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61555","1","inopiné",,"s","e","es",NULL,NULL,NULL,NULL,"41118","[a_instable]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61555","1","inopiné",,"s","e","es",NULL,NULL,NULL,NULL,"41119","[a_mobile]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61555","1","inopiné",,"s","e","es",NULL,NULL,NULL,NULL,"41120","[a_provisoire]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61555","1","inopiné",,"s","e","es",NULL,NULL,NULL,NULL,"41161","[a_imprévisible]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61555","1","inopiné",,"s","e","es",NULL,NULL,NULL,NULL,"159486","[a_variable]",NULL,NULL,NULL,NULL
"60556","34","changeant 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"61555","1","inopiné",,"s","e","es",NULL,NULL,NULL,NULL,"41293","[a_inattendu]",NULL,NULL,NULL,NULL
"60557","34","charitable 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19869","0","compatissan","t","te","ts","tes",NULL,NULL,NULL,NULL,"41121","[a_charitable]",NULL,NULL,NULL,NULL
"60557","34","charitable 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19870","0","miséricordieu","x","se","x","ses",NULL,NULL,NULL,NULL,"41121","[a_charitable]",NULL,NULL,NULL,NULL
"60558","34","choisi 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19362","0","pri","s","se","s","ses",NULL,NULL,NULL,NULL,"41122","[a_choisi]",NULL,NULL,NULL,NULL
"60558","34","choisi 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19362","0","pri","s","se","s","ses",NULL,NULL,NULL,NULL,"41123","[a_préféré]",NULL,NULL,NULL,NULL
"60558","34","choisi 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19871","0","reten","u","ue","us","ues",NULL,NULL,NULL,NULL,"41122","[a_choisi]",NULL,NULL,NULL,NULL
"60558","34","choisi 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19871","0","reten","u","ue","us","ues",NULL,NULL,NULL,NULL,"41123","[a_préféré]",NULL,NULL,NULL,NULL
"60558","34","choisi 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19872","1","adopt","é","ée","és","ées",NULL,NULL,NULL,NULL,"41122","[a_choisi]",NULL,NULL,NULL,NULL
"60558","34","choisi 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19872","1","adopt","é","ée","és","ées",NULL,NULL,NULL,NULL,"41123","[a_préféré]",NULL,NULL,NULL,NULL
"60558","34","choisi 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19873","1","él","u","ue","us","ues",NULL,NULL,NULL,NULL,"41122","[a_choisi]",NULL,NULL,NULL,NULL
"60558","34","choisi 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19873","1","él","u","ue","us","ues",NULL,NULL,NULL,NULL,"41123","[a_préféré]",NULL,NULL,NULL,NULL
"60558","34","choisi 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"48154","0","sélectionn","é","ée","és","ées",NULL,NULL,NULL,NULL,"41122","[a_choisi]",NULL,NULL,NULL,NULL
"60558","34","choisi 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"48154","0","sélectionn","é","ée","és","ées",NULL,NULL,NULL,NULL,"41123","[a_préféré]",NULL,NULL,NULL,NULL
"60559","34","choisi 2","a",NULL,NULL,NULL,NULL,NULL,NULL,"18283","0","cré","é","ée","és","ées",NULL,NULL,NULL,NULL,"41122","[a_choisi]",NULL,NULL,NULL,NULL
"60559","34","choisi 2","a",NULL,NULL,NULL,NULL,NULL,NULL,"18283","0","cré","é","ée","és","ées",NULL,NULL,NULL,NULL,"41124","[a_découvert]",NULL,NULL,NULL,NULL
"60559","34","choisi 2","a",NULL,NULL,NULL,NULL,NULL,NULL,"18283","0","cré","é","ée","és","ées",NULL,NULL,NULL,NULL,"41125","[a_fixé]",NULL,NULL,NULL,NULL
"60559","34","choisi 2","a",NULL,NULL,NULL,NULL,NULL,NULL,"18283","0","cré","é","ée","és","ées",NULL,NULL,NULL,NULL,"41126","[a_offert]",NULL,NULL,NULL,NULL
"60559","34","choisi 2","a",NULL,NULL,NULL,NULL,NULL,NULL,"18931","1","invent","é","ée","és","ées",NULL,NULL,NULL,NULL,"41122","[a_choisi]",NULL,NULL,NULL,NULL
"60559","34","choisi 2","a",NULL,NULL,NULL,NULL,NULL,NULL,"18931","1","invent","é","ée","és","ées",NULL,NULL,NULL,NULL,"41124","[a_découvert]",NULL,NULL,NULL,NULL
"60559","34","choisi 2","a",NULL,NULL,NULL,NULL,NULL,NULL,"18931","1","invent","é","ée","és","ées",NULL,NULL,NULL,NULL,"41125","[a_fixé]",NULL,NULL,NULL,NULL
"60559","34","choisi 2","a",NULL,NULL,NULL,NULL,NULL,NULL,"18931","1","invent","é","ée","és","ées",NULL,NULL,NULL,NULL,"41126","[a_offert]",NULL,NULL,NULL,NULL
"60559","34","choisi 2","a",NULL,NULL,NULL,NULL,NULL,NULL,"19874","0","fabriqu","é","ée","és","ées",NULL,NULL,NULL,NULL,"41122","[a_choisi]",NULL,NULL,NULL,NULL
"60559","34","choisi 2","a",NULL,NULL,NULL,NULL,NULL,NULL,"19874","0","fabriqu","é","ée","és","ées",NULL,NULL,NULL,NULL,"41124","[a_découvert]",NULL,NULL,NULL,NULL
"60559","34","choisi 2","a",NULL,NULL,NULL,NULL,NULL,NULL,"19874","0","fabriqu","é","ée","és","ées",NULL,NULL,NULL,NULL,"41125","[a_fixé]",NULL,NULL,NULL,NULL
"60559","34","choisi 2","a",NULL,NULL,NULL,NULL,NULL,NULL,"19874","0","fabriqu","é","ée","és","ées",NULL,NULL,NULL,NULL,"41126","[a_offert]",NULL,NULL,NULL,NULL
"60560","34","clair 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19875","0","éclatan","t","te","ts","tes",NULL,NULL,NULL,NULL,"40987","[a_pur]",NULL,NULL,NULL,NULL
"60560","34","clair 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19875","0","éclatan","t","te","ts","tes",NULL,NULL,NULL,NULL,"41127","[a_clair]",NULL,NULL,NULL,NULL
"60560","34","clair 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19875","0","éclatan","t","te","ts","tes",NULL,NULL,NULL,NULL,"41128","[a_éclairé]",NULL,NULL,NULL,NULL
"60560","34","clair 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19875","0","éclatan","t","te","ts","tes",NULL,NULL,NULL,NULL,"41129","[a_limpide]",NULL,NULL,NULL,NULL
"60560","34","clair 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"19875","0","éclatan","t","te","ts","tes",NULL,NULL,NULL,NULL,"41130","[a_transparent]",NULL,NULL,NULL,NULL
"60561","34","clair 2","a",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"41127","[a_clair]",NULL,NULL,NULL,NULL
"60561","34","clair 2","a",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"41131","[a_certain]",NULL,NULL,NULL,NULL
"60561","34","clair 2","a",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"41132","[a_évident]",NULL,NULL,NULL,NULL
"60561","34","clair 2","a",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"41133","[a_net]",NULL,NULL,NULL,NULL
"60561","34","clair 2","a",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"41134","[a_sûr]",NULL,NULL,NULL,NULL
"60561","34","clair 2","a",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"41428","[a_logique]",NULL,NULL,NULL,NULL
"60561","34","clair 2","a",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"237684","[a_cohérent]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41025","[a_lumineux]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41134","[a_sûr]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41135","[a_aisé]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41136","[a_commun]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41137","[a_concret]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41138","[a_connu]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41139","[a_craint]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41140","[a_humain]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41141","[a_important]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41142","[a_moderne]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41143","[a_nombreux]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41144","[a_sage]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41145","[a_sérieux]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41146","[a_soudain]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41147","[a_visible]",NULL,NULL,NULL,NULL
"60562","34","commun 1","a",NULL,NULL,NULL,NULL,NULL,NULL,"18609","0","famili","er","ère","ers","ères",NULL,NULL,NULL,NULL,"41148","[a_vrai]",NULL,NULL,NULL,NULL
"60563","34","commun 2","a",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"41136","[a_commun]",NULL,NULL,NULL,NULL
"60563","34","commun 2","a",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"41149","[a_identique]",NULL,NULL,NULL,NULL
"60563","34","commun 2","a",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"41150","[a_semblable]",NULL,NULL,NULL,NULL
"60563","34","commun 2","a",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"41151","[a_similaire]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"61627","1","impersonnel",,"le","s","les",NULL,NULL,NULL,NULL,"41136","[a_commun]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"61627","1","impersonnel",,"le","s","les",NULL,NULL,NULL,NULL,"41152","[a_banal]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"61627","1","impersonnel",,"le","s","les",NULL,NULL,NULL,NULL,"41153","[a_ordinaire]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"61627","1","impersonnel",,"le","s","les",NULL,NULL,NULL,NULL,"41154","[a_quelconque]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"61627","1","impersonnel",,"le","s","les",NULL,NULL,NULL,NULL,"41390","[a_normal]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"61627","1","impersonnel",,"le","s","les",NULL,NULL,NULL,NULL,"255234","[a_courant]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"61627","1","impersonnel",,"le","s","les",NULL,NULL,NULL,NULL,"41217","[a_insignifiant]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"61627","1","impersonnel",,"le","s","les",NULL,NULL,NULL,NULL,"41273","[a_médiocre]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"61627","1","impersonnel",,"le","s","les",NULL,NULL,NULL,NULL,"41021","[a_fade]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"62370","0","vil",,"e","s","es",NULL,NULL,NULL,NULL,"41136","[a_commun]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"62370","0","vil",,"e","s","es",NULL,NULL,NULL,NULL,"41152","[a_banal]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"62370","0","vil",,"e","s","es",NULL,NULL,NULL,NULL,"41153","[a_ordinaire]",NULL,NULL,NULL,NULL
"60564","34","commun 3","a",NULL,NULL,NULL,NULL,NULL,NULL,"62370","0","vil",,"e","s","es",NULL,NULL,NULL,NULL,"41154","[a_quelconque]",NULL,NULL,NULL,NULL
