"id_concept","id_dico","lib","type","id_sub","sEli","sPre","genre","s","p","id_adj","aEli","aPre","m_s","f_s","m_p","f_p","id_verbe","id_conj","vEli","vPre","id_gen","valeur","id_syn","num","ordre","syLib"
"54264","34","abandonné","a",NULL,NULL,NULL,NULL,NULL,NULL,"17884","1","abandonn","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54265","34","abattu","a",NULL,NULL,NULL,NULL,NULL,NULL,"17885","1","abatt","u","ue","us","ues",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54266","34","abdiqué","a",NULL,NULL,NULL,NULL,NULL,NULL,"17886","1","abdiqu","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54267","34","abîmé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17887","1","abîm","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54268","34","aboli","a",NULL,NULL,NULL,NULL,NULL,NULL,"17888","1","abol","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54269","34","abondant","a",NULL,NULL,NULL,NULL,NULL,NULL,"17889","1","abondan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54270","34","abonné","a",NULL,NULL,NULL,NULL,NULL,NULL,"17890","1","abonn","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54271","34","abrupt","a",NULL,NULL,NULL,NULL,NULL,NULL,"17891","1","abrup","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54272","34","abruti","a",NULL,NULL,NULL,NULL,NULL,NULL,"17892","1","abrut","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54273","34","absent","a",NULL,NULL,NULL,NULL,NULL,NULL,"17893","1","absen","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54274","34","absolu","a",NULL,NULL,NULL,NULL,NULL,NULL,"17894","1","absol","u","ue","us","ues",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54275","34","absorbé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17895","1","absorb","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54276","34","abstrait","a",NULL,NULL,NULL,NULL,NULL,NULL,"17896","1","abstrai","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54277","34","absurde","a",NULL,NULL,NULL,NULL,NULL,NULL,"17897","1","absurd","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54278","34","abusif","a",NULL,NULL,NULL,NULL,NULL,NULL,"17898","1","abusi","f","ve","fs","ves",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54279","34","accablant","a",NULL,NULL,NULL,NULL,NULL,NULL,"17899","1","accablan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54280","34","accablé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17900","1","accabl","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54281","34","acceptable","a",NULL,NULL,NULL,NULL,NULL,NULL,"17901","1","acceptabl","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54282","34","accepté","a",NULL,NULL,NULL,NULL,NULL,NULL,"17902","1","accept","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54283","34","accessible","a",NULL,NULL,NULL,NULL,NULL,NULL,"17903","1","accessibl","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54284","34","accessoire","a",NULL,NULL,NULL,NULL,NULL,NULL,"17904","1","accessoir","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54285","34","accidentel","a",NULL,NULL,NULL,NULL,NULL,NULL,"17905","1","accidente","l","lle","ls","lles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54286","34","accompagné","a",NULL,NULL,NULL,NULL,NULL,NULL,"17906","1","accompagn","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54287","34","accompli","a",NULL,NULL,NULL,NULL,NULL,NULL,"17907","1","accompl","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54288","34","accordé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17908","1","accord","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54289","34","accroché","a",NULL,NULL,NULL,NULL,NULL,NULL,"17909","1","accroch","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54290","34","accroupi","a",NULL,NULL,NULL,NULL,NULL,NULL,"17910","1","accroup","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54291","34","accumulé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17911","1","accumul","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54292","34","accusé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17912","1","accus","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54293","34","acéphale","a",NULL,NULL,NULL,NULL,NULL,NULL,"17913","1","acéphal","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54294","34","acheté","a",NULL,NULL,NULL,NULL,NULL,NULL,"17914","1","achet","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54295","34","achevé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17915","1","achev","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54296","34","acide","a",NULL,NULL,NULL,NULL,NULL,NULL,"17916","1","acid","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54297","34","acteur","a",NULL,NULL,NULL,NULL,NULL,NULL,"17917","1","act","eur","rice","eurs","rices",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54298","34","actif","a",NULL,NULL,NULL,NULL,NULL,NULL,"17918","1","acti","f","ve","fs","ves",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54299","34","actuel","a",NULL,NULL,NULL,NULL,NULL,NULL,"17919","1","actue","l","lle","ls","lles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54300","34","adapté","a",NULL,NULL,NULL,NULL,NULL,NULL,"17920","1","adapt","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54301","34","admirable","a",NULL,NULL,NULL,NULL,NULL,NULL,"17921","1","admirabl","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54302","34","admis","a",NULL,NULL,NULL,NULL,NULL,NULL,"17922","1","admi","s","se","s","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54303","34","adolescent","a",NULL,NULL,NULL,NULL,NULL,NULL,"17923","1","adolescen","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54304","34","adorable","a",NULL,NULL,NULL,NULL,NULL,NULL,"17924","1","adorabl","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54305","34","adversaire","a",NULL,NULL,NULL,NULL,NULL,NULL,"17925","1","adversair","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54306","34","affaibli","a",NULL,NULL,NULL,NULL,NULL,NULL,"17926","1","affaibl","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54307","34","affamé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17927","1","affam","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54308","34","affiché","a",NULL,NULL,NULL,NULL,NULL,NULL,"17928","1","affich","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54309","34","affirmé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17929","0","affirm","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54310","34","affolé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17930","1","affol","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54311","34","affreux","a",NULL,NULL,NULL,NULL,NULL,NULL,"17931","1","affreu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54312","34","affublé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17932","1","affubl","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54313","34","agacé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17933","1","agac","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54314","34","âgé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17934","1","âg","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54315","34","agile","a",NULL,NULL,NULL,NULL,NULL,NULL,"17935","1","agil","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54316","34","agité","a",NULL,NULL,NULL,NULL,NULL,NULL,"17936","1","agit","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54317","34","agraphé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17937","1","agraph","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54318","34","agréable","a",NULL,NULL,NULL,NULL,NULL,NULL,"17938","1","agréabl","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54320","34","ahuri","a",NULL,NULL,NULL,NULL,NULL,NULL,"17939","1","ahur","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54321","34","aidé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17940","1","aid","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54322","34","aigre","a",NULL,NULL,NULL,NULL,NULL,NULL,"17941","1","aigr","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54323","34","aiguë","a",NULL,NULL,NULL,NULL,NULL,NULL,"17942","1","aig","u","uë","us","ues",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54324","34","aimable","a",NULL,NULL,NULL,NULL,NULL,NULL,"17943","1","aimabl","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54325","34","aimant","a",NULL,NULL,NULL,NULL,NULL,NULL,"17944","1","aiman","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54326","34","aimé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17945","1","aim","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54327","34","aisé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17946","1","ais","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54328","34","ajouté","a",NULL,NULL,NULL,NULL,NULL,NULL,"17947","1","ajout","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54329","34","alangui","a",NULL,NULL,NULL,NULL,NULL,NULL,"17948","1","alangu","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54330","34","aléatoire","a",NULL,NULL,NULL,NULL,NULL,NULL,"17949","1","aléatoir","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54331","34","aligné","a",NULL,NULL,NULL,NULL,NULL,NULL,"17950","1","align","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54332","34","allé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17951","1","all","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54333","34","allergène","a",NULL,NULL,NULL,NULL,NULL,NULL,"17952","1","allergèn","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54334","34","allergique","a",NULL,NULL,NULL,NULL,NULL,NULL,"17953","1","allergiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54335","34","allongé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17954","1","allong","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54336","34","allumé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17955","1","allum","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54337","34","amant","a",NULL,NULL,NULL,NULL,NULL,NULL,"17956","1","aman","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54338","34","amateur","a",NULL,NULL,NULL,NULL,NULL,NULL,"17957","1","amat","eur","rice","eurs","rices",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54339","34","ambigu","a",NULL,NULL,NULL,NULL,NULL,NULL,"17958","1","ambig","u","üe","us","ues",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54340","34","ambulant","a",NULL,NULL,NULL,NULL,NULL,NULL,"17959","1","ambulan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54341","34","amené","a",NULL,NULL,NULL,NULL,NULL,NULL,"17960","1","amen","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54342","34","amer","a",NULL,NULL,NULL,NULL,NULL,NULL,"17961","1","am","er","ère","ers","ères",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54343","34","américain","a",NULL,NULL,NULL,NULL,NULL,NULL,"17962","1","américai","n","ne","ns","nes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54344","34","ami","a",NULL,NULL,NULL,NULL,NULL,NULL,"17963","1","am","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54345","34","amical","a",NULL,NULL,NULL,NULL,NULL,NULL,"17964","1","amica","l","le","ux","les",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54346","34","amoureux","a",NULL,NULL,NULL,NULL,NULL,NULL,"17965","1","amoureu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54347","34","amusé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17966","1","amus","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54348","34","ancien","a",NULL,NULL,NULL,NULL,NULL,NULL,"17967","1","ancie","n","nne","ns","nnes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54349","34","andalou","a",NULL,NULL,NULL,NULL,NULL,NULL,"17968","1","andalo","u","use","us","uses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54350","34","andro","a",NULL,NULL,NULL,NULL,NULL,NULL,"17969","0",,"homme","femme","hommes","femmes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54351","34","androgyne","a",NULL,NULL,NULL,NULL,NULL,NULL,"17970","1","androgyn","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54352","34","anglais","a",NULL,NULL,NULL,NULL,NULL,NULL,"17971","1","anglai","s","se","s","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54353","34","angoissé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17972","1","angoiss","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54354","34","angulaire","a",NULL,NULL,NULL,NULL,NULL,NULL,"17973","1","angulair","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54355","34","anguleux","a",NULL,NULL,NULL,NULL,NULL,NULL,"17974","1","anguleu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54356","34","animal","a",NULL,NULL,NULL,NULL,NULL,NULL,"17975","1","anima","l","le","ux","les",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54357","34","annoncé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17976","1","annonc","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54358","34","annuel","a",NULL,NULL,NULL,NULL,NULL,NULL,"17977","1","annue","l","lle","ls","lles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54359","34","anodin","a",NULL,NULL,NULL,NULL,NULL,NULL,"17978","1","anodi","n","ne","ns","nes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54360","34","anonyme","a",NULL,NULL,NULL,NULL,NULL,NULL,"17979","1","anonym","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54361","34","anormal","a",NULL,NULL,NULL,NULL,NULL,NULL,"17980","1","anorma","l","le","ux","les",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54362","34","antérieur","a",NULL,NULL,NULL,NULL,NULL,NULL,"17981","1","antérieu","r","re","rs","res",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54363","34","antiquaire","a",NULL,NULL,NULL,NULL,NULL,NULL,"17982","1","antiquair","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54364","34","antique","a",NULL,NULL,NULL,NULL,NULL,NULL,"17983","1","antiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54365","34","anxieux","a",NULL,NULL,NULL,NULL,NULL,NULL,"17984","1","anxieu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54366","34","apaisant","a",NULL,NULL,NULL,NULL,NULL,NULL,"17985","1","apaisan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54367","34","apathique","a",NULL,NULL,NULL,NULL,NULL,NULL,"17986","1","apathiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54368","34","aperçu","a",NULL,NULL,NULL,NULL,NULL,NULL,"17987","1","aperç","u","ue","us","ues",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54369","34","apéritif","a",NULL,NULL,NULL,NULL,NULL,NULL,"17988","1","apériti","f","ve","fs","ves",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54370","34","apeuré","a",NULL,NULL,NULL,NULL,NULL,NULL,"17989","1","apeur","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54371","34","aphone","a",NULL,NULL,NULL,NULL,NULL,NULL,"17990","1","aphon","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54372","34","apparent","a",NULL,NULL,NULL,NULL,NULL,NULL,"17991","1","apparen","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54373","34","apparenté","a",NULL,NULL,NULL,NULL,NULL,NULL,"17992","1","apparent","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54374","34","appartenu","a",NULL,NULL,NULL,NULL,NULL,NULL,"17993","0","apparten","u","ue","us","ues",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54375","34","apparu","a",NULL,NULL,NULL,NULL,NULL,NULL,"17994","1","appar","u","ue","us","ues",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54376","34","appelé","a",NULL,NULL,NULL,NULL,NULL,NULL,"17995","1","appel","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54377","34","appliqué","a",NULL,NULL,NULL,NULL,NULL,NULL,"17996","1","appliqu","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54378","34","apprécié","a",NULL,NULL,NULL,NULL,NULL,NULL,"17997","1","appréci","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54379","34","appris","a",NULL,NULL,NULL,NULL,NULL,NULL,"17998","1","appri","s","se","s","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54380","34","approfondi","a",NULL,NULL,NULL,NULL,NULL,NULL,"17999","1","approfond","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54381","34","approximatif","a",NULL,NULL,NULL,NULL,NULL,NULL,"18000","1","approximati","f","ve","fs","ves",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54382","34","aquatique","a",NULL,NULL,NULL,NULL,NULL,NULL,"18001","1","aquatiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54383","34","aqueux","a",NULL,NULL,NULL,NULL,NULL,NULL,"18002","1","aqueu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54384","34","arbitraire","a",NULL,NULL,NULL,NULL,NULL,NULL,"18003","1","arbitrair","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54385","34","ardant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18004","1","ardan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54386","34","ardent","a",NULL,NULL,NULL,NULL,NULL,NULL,"18005","1","arden","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54387","34","argenté","a",NULL,NULL,NULL,NULL,NULL,NULL,"18006","1","argent","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54388","34","aristocrate","a",NULL,NULL,NULL,NULL,NULL,NULL,"18007","1","aristocrat","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54389","34","aristocratique","a",NULL,NULL,NULL,NULL,NULL,NULL,"18008","1","aristocratiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54390","34","aristotélicien","a",NULL,NULL,NULL,NULL,NULL,NULL,"18009","1","aristotélicie","n","nne","ns","nnes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54391","34","armé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18010","1","arm","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54392","34","arraché","a",NULL,NULL,NULL,NULL,NULL,NULL,"18011","1","arrach","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54393","34","arrêté","a",NULL,NULL,NULL,NULL,NULL,NULL,"18012","1","arrêt","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54394","34","arrivé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18013","1","arriv","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54395","34","articulé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18014","1","articul","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54396","34","artificiel","a",NULL,NULL,NULL,NULL,NULL,NULL,"18015","1","artificie","l","lle","ls","lles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54397","34","artiste","a",NULL,NULL,NULL,NULL,NULL,NULL,"18016","1","artist","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54398","34","ascendant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18017","1","ascendan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54399","34","ascétique","a",NULL,NULL,NULL,NULL,NULL,NULL,"18018","1","ascétiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54400","34","asiatique","a",NULL,NULL,NULL,NULL,NULL,NULL,"18019","1","asiatiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54401","34","assailli","a",NULL,NULL,NULL,NULL,NULL,NULL,"18020","1","assaill","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54402","34","asséché","a",NULL,NULL,NULL,NULL,NULL,NULL,"18021","1","asséch","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54403","34","assiégé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18022","1","assiég","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54404","34","assis","a",NULL,NULL,NULL,NULL,NULL,NULL,"18023","1","assi","s","se","s","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54405","34","assombri","a",NULL,NULL,NULL,NULL,NULL,NULL,"18024","1","assombr","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54406","34","assourdissant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18025","1","assourdissan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54407","34","assuré","a",NULL,NULL,NULL,NULL,NULL,NULL,"18026","1","assur","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54408","34","astral","a",NULL,NULL,NULL,NULL,NULL,NULL,"18027","1","astra","l","le","ls","les",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
